                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.3696,                 5.1588,                 4.3028,                      0,                      0,                      0,                      0,                 3.4537,                 5.0669,                 4.1574,                    0.1,                      0,                      0
                      1,                 3.4491,                 5.0207,                 4.4029,                      0,                      0,                      0,                      0,                 3.4562,                 5.0558,                 4.1558,               0.099098,              9.802e-05,              9.802e-05
                      2,                 3.7587,                 4.9733,                 4.2905,                      0,                      0,                      0,                      0,                 3.4609,                  5.039,                  4.153,               0.098192,             0.00019208,             0.00019208
                      3,                 3.5493,                   5.15,                 4.3756,                      0,                      0,                      0,                      0,                 3.4641,                 5.0238,                 4.1505,               0.097282,             0.00028218,             0.00028218
                      4,                  3.706,                 4.8861,                 4.2711,                      0,                      0,                      0,                      0,                 3.4672,                 5.0099,                 4.1483,               0.096368,             0.00036832,             0.00036832
                      5,                 3.4036,                 5.0811,                 4.2226,                      0,                      0,                      0,                      0,                 3.4696,                 4.9878,                 4.1444,               0.095451,              0.0004505,              0.0004505
                      6,                 4.0391,                 4.7598,                 4.3223,                      0,                      0,                      0,                      0,                 3.4727,                 4.9705,                 4.1412,               0.094529,             0.00052872,             0.00052872
                      7,                 4.1462,                 4.9104,                 4.2277,                      0,                      0,                      0,                      0,                 3.4792,                 4.9497,                 4.1372,               0.093603,             0.00060298,             0.00060298
                      8,                 3.6506,                 4.8416,                 4.2289,                      0,                      0,                      0,                      0,                 3.4848,                 4.9279,                 4.1327,               0.092673,             0.00067328,             0.00067328
                      9,                 3.8198,                 4.8814,                 4.1587,                      0,                      0,                      0,                      0,                 3.4933,                 4.9031,                 4.1273,                0.09174,             0.00073962,             0.00073962
                     10,                 3.8726,                 5.1644,                 4.2643,                      0,                      0,                      0,                      0,                 3.4998,                 4.8811,                  4.123,               0.090802,               0.000802,               0.000802
                     11,                 4.3206,                 4.9884,                 4.2662,                      0,                      0,                      0,                      0,                 3.5049,                 4.8601,                 4.1189,                0.08986,             0.00086042,             0.00086042
                     12,                  3.664,                 4.7431,                 4.1415,                      0,                      0,                      0,                      0,                 3.5108,                 4.8379,                 4.1138,               0.088915,             0.00091488,             0.00091488
                     13,                 3.8574,                 4.7027,                 4.2745,                      0,                      0,                      0,                      0,                 3.5164,                  4.819,                 4.1094,               0.087965,             0.00096538,             0.00096538
                     14,                 3.7118,                  4.655,                 4.2064,                      0,                      0,                      0,                      0,                 3.5212,                 4.8007,                  4.105,               0.087012,              0.0010119,              0.0010119
                     15,                 3.8432,                 4.6743,                 4.2135,                      0,                      0,                      0,                      0,                 3.5262,                 4.7835,                 4.1007,               0.086055,              0.0010545,              0.0010545
                     16,                  3.884,                 4.6387,                 4.2631,                      0,                      0,                      0,                      0,                 3.5306,                 4.7688,                 4.0972,               0.085093,              0.0010931,              0.0010931
                     17,                 3.9846,                 4.7095,                 4.1232,                      0,                      0,                      0,                      0,                 3.5306,                 4.7688,                 4.0972,               0.084128,              0.0011278,              0.0011278
                     18,                 3.6794,                  4.763,                 4.1435,                      0,                      0,                      0,                      0,                 3.5345,                 4.7547,                 4.0936,               0.083158,              0.0011585,              0.0011585
                     19,                  3.581,                 5.0329,                  4.282,                      0,                      0,                      0,                      0,                 3.5345,                 4.7547,                 4.0936,               0.082185,              0.0011852,              0.0011852
                     20,                 3.6406,                 4.5816,                 4.1384,                      0,                      0,                      0,                      0,                 3.5396,                 4.7423,                 4.0902,               0.081208,               0.001208,               0.001208
