                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.6876,                  4.426,                   4.04,                0.00175,                 0.1584,                0.00156,                0.00048,                  3.497,                 4.2898,                 3.7822,               0.070178,              0.0033136,              0.0033136
                      1,                 3.0199,                 3.2202,                 3.2872,                0.19475,                0.32752,                0.11477,                0.05085,                 2.2994,                 30.683,                 3.0459,               0.040046,              0.0065153,              0.0065153
                      2,                 2.2852,                 2.2515,                 2.4653,                0.59545,                0.46553,                0.50112,                0.25923,                 1.8308,                 2.1843,                 2.2275,              0.0097823,              0.0095851,              0.0095851
                      3,                 1.8697,                 1.8136,                 2.0558,                0.64892,                0.45444,                 0.5164,                0.30378,                 1.6446,                 2.3793,                 1.9783,               0.009406,               0.009406,               0.009406
                      4,                 1.6864,                  1.603,                 1.8674,                0.77361,                0.60416,                0.68137,                0.42675,                  1.468,                 1.5278,                 1.7751,               0.009406,               0.009406,               0.009406
                      5,                 1.5472,                 1.4411,                 1.7126,                0.75484,                0.65637,                 0.7153,                0.48906,                 1.3082,                 1.3382,                 1.6167,               0.009208,               0.009208,               0.009208
                      6,                 1.4482,                 1.3001,                 1.6315,                0.89235,                0.71281,                0.80758,                0.55945,                 1.2216,                  1.154,                 1.5451,                0.00901,                0.00901,                0.00901
                      7,                  1.373,                 1.1862,                 1.5514,                0.89697,                0.74153,                0.82687,                0.57921,                 1.1701,                 1.0451,                 1.4667,               0.008812,               0.008812,               0.008812
                      8,                 1.3085,                  1.111,                 1.4981,                0.86814,                  0.729,                0.80337,                0.56517,                 1.1566,                 1.1281,                 1.4541,               0.008614,               0.008614,               0.008614
                      9,                 1.2596,                 1.0284,                 1.4483,                0.87679,                0.75317,                0.83312,                0.57999,                 1.1794,                0.99412,                 1.4659,               0.008416,               0.008416,               0.008416
                     10,                 1.2356,                0.99069,                 1.4216,                0.85735,                0.76214,                0.83192,                0.59249,                 1.0573,                0.95025,                 1.3697,               0.008218,               0.008218,               0.008218
                     11,                 1.1964,                0.94482,                 1.3904,                0.91817,                0.81259,                0.87483,                0.64743,                 1.0181,                0.77845,                 1.3338,                0.00802,                0.00802,                0.00802
                     12,                  1.176,                0.91042,                 1.3853,                0.93825,                0.80426,                0.88446,                0.64396,                 1.0209,                0.78625,                 1.3161,               0.007822,               0.007822,               0.007822
                     13,                 1.1514,                0.87322,                 1.3586,                0.94032,                0.80145,                0.88706,                0.64382,                0.99437,                0.75544,                 1.3005,               0.007624,               0.007624,               0.007624
                     14,                 1.1201,                0.83258,                 1.3179,                0.91342,                0.80528,                0.88044,                0.64541,                0.99115,                0.77461,                 1.2848,               0.007426,               0.007426,               0.007426
                     15,                 1.1066,                0.83799,                 1.3205,                0.94965,                0.79939,                0.89258,                0.65054,                0.97238,                0.73782,                 1.2807,               0.007228,               0.007228,               0.007228
                     16,                 1.0724,                0.79476,                 1.2947,                0.95275,                0.81459,                0.89697,                0.67593,                0.93451,                0.67699,                 1.2511,                0.00703,                0.00703,                0.00703
                     17,                 1.0557,                0.76884,                 1.2828,                0.93617,                0.80867,                0.89417,                0.67102,                  0.945,                0.67532,                  1.258,               0.006832,               0.006832,               0.006832
                     18,                 1.0365,                0.75215,                  1.271,                 0.9472,                0.83019,                 0.9113,                  0.686,                0.91795,                0.64428,                 1.2346,               0.006634,               0.006634,               0.006634
                     19,                 1.0397,                0.74208,                 1.2578,                0.93221,                0.83522,                0.90822,                0.68497,                0.91795,                0.65625,                 1.2168,               0.006436,               0.006436,               0.006436
                     20,                 1.0071,                0.71755,                 1.2452,                0.92862,                0.85368,                0.91577,                0.69129,                0.89085,                0.61573,                 1.2011,               0.006238,               0.006238,               0.006238
                     21,                 1.0105,                0.71557,                 1.2474,                0.94083,                0.84611,                  0.912,                0.69548,                0.86685,                0.61641,                 1.1907,                0.00604,                0.00604,                0.00604
                     22,                0.99964,                0.70697,                 1.2438,                0.92924,                0.83412,                0.90695,                  0.688,                0.89862,                0.64123,                 1.2038,               0.005842,               0.005842,               0.005842
                     23,                0.98846,                0.69296,                 1.2391,                0.95356,                0.84984,                0.91998,                0.70188,                0.86686,                 0.5928,                 1.1864,               0.005644,               0.005644,               0.005644
                     24,                0.97184,                0.68607,                 1.2253,                0.94236,                0.86223,                0.92118,                0.70354,                0.85216,                0.57522,                 1.1732,               0.005446,               0.005446,               0.005446
                     25,                0.97421,                0.67518,                 1.2141,                0.94965,                0.85802,                0.91868,                0.70328,                0.84604,                0.58195,                  1.165,               0.005248,               0.005248,               0.005248
                     26,                0.94857,                0.65227,                 1.2019,                0.95094,                0.85314,                0.92737,                0.71757,                0.84582,                0.55908,                 1.1672,                0.00505,                0.00505,                0.00505
                     27,                0.94217,                0.63753,                 1.1906,                0.94547,                 0.8629,                0.92305,                 0.7078,                0.85048,                0.57137,                 1.1735,               0.004852,               0.004852,               0.004852
                     28,                0.93179,                0.63449,                 1.1915,                0.95014,                0.86021,                0.92446,                0.70955,                0.82836,                0.57067,                 1.1494,               0.004654,               0.004654,               0.004654
                     29,                0.92136,                0.63005,                 1.1945,                0.95967,                0.85994,                0.92587,                0.71905,                0.81535,                0.54436,                 1.1409,               0.004456,               0.004456,               0.004456
                     30,                0.90934,                0.61801,                 1.1821,                0.94553,                0.87177,                0.92489,                0.71998,                0.80747,                0.54124,                 1.1384,               0.004258,               0.004258,               0.004258
                     31,                0.90521,                0.61073,                  1.166,                0.94624,                0.86679,                0.93198,                 0.7291,                0.79392,                0.52119,                 1.1307,                0.00406,                0.00406,                0.00406
                     32,                 0.9047,                0.60409,                 1.1713,                0.94384,                0.88117,                0.92976,                0.73002,                0.78531,                0.51593,                 1.1269,               0.003862,               0.003862,               0.003862
                     33,                0.88546,                0.59953,                 1.1625,                0.94985,                0.87188,                0.93241,                0.72831,                0.79405,                0.53181,                  1.125,               0.003664,               0.003664,               0.003664
                     34,                0.87225,                0.57601,                 1.1571,                0.96396,                0.88006,                0.93496,                0.73514,                0.78487,                0.50796,                 1.1172,               0.003466,               0.003466,               0.003466
                     35,                0.86689,                 0.5692,                 1.1371,                0.95582,                0.87741,                0.93406,                 0.7376,                0.77255,                0.49471,                  1.112,               0.003268,               0.003268,               0.003268
                     36,                 0.8816,                0.58602,                 1.1521,                0.95463,                0.87289,                 0.9365,                0.74025,                0.78269,                0.52216,                 1.1173,                0.00307,                0.00307,                0.00307
                     37,                0.86383,                0.57449,                 1.1513,                0.94585,                0.88542,                0.93625,                0.73669,                0.77454,                0.49852,                 1.1135,               0.002872,               0.002872,               0.002872
                     38,                0.85088,                0.55899,                 1.1335,                0.95181,                0.88429,                0.93512,                0.73715,                0.77797,                 0.5031,                 1.1111,               0.002674,               0.002674,               0.002674
                     39,                0.86176,                 0.5616,                  1.145,                0.95221,                0.89311,                0.93721,                0.74682,                0.75169,                0.48461,                 1.0954,               0.002476,               0.002476,               0.002476
                     40,                0.83861,                0.55163,                 1.1333,                0.95916,                0.88711,                0.93952,                0.74568,                0.76828,                0.48028,                 1.1046,               0.002278,               0.002278,               0.002278
                     41,                0.83353,                0.53395,                 1.1233,                0.96092,                0.89335,                0.94322,                 0.7544,                0.75203,                0.47163,                 1.0956,                0.00208,                0.00208,                0.00208
                     42,                0.82547,                0.52865,                 1.1096,                0.95598,                0.88991,                0.93949,                 0.7495,                0.75359,                0.47108,                 1.0954,               0.001882,               0.001882,               0.001882
                     43,                0.82987,                0.53487,                 1.1244,                0.95107,                0.89699,                0.94352,                0.75294,                0.74892,                0.47765,                 1.0967,               0.001684,               0.001684,               0.001684
                     44,                  0.824,                0.53532,                 1.1225,                0.97326,                0.87679,                0.93989,                0.75327,                0.75084,                0.46623,                 1.0933,               0.001486,               0.001486,               0.001486
                     45,                0.81805,                0.52268,                 1.1107,                0.96169,                0.88894,                0.94134,                0.74938,                0.74791,                0.46133,                 1.0947,               0.001288,               0.001288,               0.001288
                     46,                0.81804,                0.51897,                 1.1124,                0.95846,                0.88944,                0.94345,                0.75687,                0.73389,                0.45324,                 1.0811,                0.00109,                0.00109,                0.00109
                     47,                0.80112,                0.50915,                 1.1064,                0.96402,                0.89329,                0.94361,                0.75874,                 0.7289,                0.45115,                 1.0716,               0.000892,               0.000892,               0.000892
                     48,                0.80649,                0.52062,                 1.1083,                0.96364,                0.89432,                0.94351,                0.75782,                0.72527,                0.45014,                 1.0735,               0.000694,               0.000694,               0.000694
                     49,                0.78363,                0.50303,                 1.0917,                0.95674,                 0.9015,                 0.9462,                0.76531,                0.71762,                0.44057,                 1.0708,               0.000496,               0.000496,               0.000496
