                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  4.067,                 5.3926,                 4.3864,                0.00016,                0.03175,                 0.0001,                  4e-05,                 3.7016,                 5.1802,                 4.1056,                 0.0838,                 0.0018,                 0.0018
                      1,                 4.0522,                 5.0159,                 4.3308,                0.00019,                0.00794,                 0.0001,                  5e-05,                 3.6656,                 4.9851,                 4.0755,               0.066627,              0.0036267,              0.0036267
                      2,                 3.8503,                 4.5465,                 4.2551,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.6412,                 4.8665,                 4.0541,               0.049378,              0.0053782,              0.0053782
                      3,                 3.7814,                 4.3963,                 4.1588,                0.00019,                0.00794,                 0.0001,                  6e-05,                 3.6265,                    4.8,                 4.0407,               0.032054,              0.0070545,              0.0070545
                      4,                 3.4573,                 4.4629,                 3.9819,                0.00018,                0.00794,                  9e-05,                  5e-05,                 3.6253,                 4.7836,                 4.0396,               0.014656,              0.0086555,              0.0086555
                      5,                 3.2017,                 3.9569,                 3.7422,                0.00205,                0.09921,                0.00589,                0.00161,                 3.4809,                 4.6856,                 3.9734,                0.00901,                0.00901,                0.00901
                      6,                 3.0236,                 3.7125,                 3.3997,                0.51243,                0.04503,                0.00451,                 0.0018,                 3.1308,                 4.5399,                 3.6012,                0.00901,                0.00901,                0.00901
                      7,                 2.8383,                 3.3804,                 3.1428,                0.52251,                 0.1746,                0.02125,                0.00786,                  2.589,                 24.283,                 3.1902,               0.008812,               0.008812,               0.008812
                      8,                 2.7468,                 3.2592,                 2.8928,                0.51114,                0.12302,                 0.0103,                 0.0042,                 2.4557,                 78.524,                 3.3184,               0.008614,               0.008614,               0.008614
                      9,                  2.728,                 3.1418,                 2.8798,                0.52958,                0.18043,                0.02085,                0.00781,                  2.643,                 5.7711,                 2.8536,               0.008416,               0.008416,               0.008416
                     10,                 2.6795,                 2.8513,                 2.7942,                0.59417,                0.13492,                0.06238,                0.02338,                 2.3064,                 3.1008,                 2.4835,               0.008218,               0.008218,               0.008218
                     11,                  2.571,                 2.7167,                 2.6407,                0.60607,                0.14683,                0.06974,                0.02682,                 2.2322,                 5.7267,                 2.5184,                0.00802,                0.00802,                0.00802
