                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.0881,                 5.3374,                 4.3061,                0.00016,                  0.032,                 0.0001,                  4e-05,                 3.6596,                 5.0975,                 4.0983,                 0.0838,                 0.0018,                 0.0018
                      1,                  4.037,                 4.9551,                 4.2105,                0.00019,                  0.008,                 0.0001,                  6e-05,                 3.6142,                 4.8764,                 4.0587,               0.066627,              0.0036267,              0.0036267
                      2,                 3.8217,                 4.5394,                 4.1392,                0.00019,                  0.008,                 0.0001,                  6e-05,                  3.569,                 4.7449,                 4.0182,               0.049378,              0.0053782,              0.0053782
                      3,                 3.7561,                 4.3088,                 4.1304,                0.00018,                  0.008,                  9e-05,                  5e-05,                 3.5481,                  4.685,                 3.9951,               0.032054,              0.0070545,              0.0070545
                      4,                 3.4912,                 4.2299,                 4.0298,                0.00018,                  0.008,                 0.0001,                  6e-05,                 3.5157,                 4.6788,                 3.9801,               0.014656,              0.0086555,              0.0086555
                      5,                 3.1813,                 3.9059,                 3.7806,                0.00134,                  0.104,                 0.0009,                0.00031,                 3.1919,                 4.7642,                 3.8725,                0.00901,                0.00901,                0.00901
                      6,                 3.0781,                 3.6337,                  3.441,                0.50186,                    0.2,                0.00124,                0.00052,                 3.3072,                 283.01,                 3.9536,                0.00901,                0.00901,                0.00901
                      7,                  2.889,                 3.4403,                  3.246,                 0.5061,                  0.044,                0.00365,                0.00119,                 2.9657,                 55.889,                 3.5309,               0.008812,               0.008812,               0.008812
                      8,                  2.836,                 3.2495,                 2.9589,                0.51338,                  0.028,                0.00425,                 0.0015,                  2.904,                 37.071,                 3.9236,               0.008614,               0.008614,               0.008614
                      9,                 2.7504,                 3.2442,                 2.9421,                0.01443,                  0.276,                 0.0183,                0.00715,                 2.6829,                 90.305,                 3.8415,               0.008416,               0.008416,               0.008416
                     10,                 2.7235,                 3.0551,                 2.8664,                0.56268,                  0.104,                0.03939,                0.01462,                 2.6023,                 7.9503,                 3.0035,               0.008218,               0.008218,               0.008218
                     11,                 2.6225,                 2.9189,                 2.7222,                0.54989,                  0.148,                0.03518,                0.01438,                 2.4193,                 11.824,                 2.8393,                0.00802,                0.00802,                0.00802
                     12,                 2.5383,                 2.7536,                 2.6255,                0.51548,                   0.24,                0.03297,                0.01491,                 2.2306,                 33.499,                 2.6297,               0.007822,               0.007822,               0.007822
                     13,                 2.5866,                 2.5706,                 2.6542,                0.59807,                  0.152,                0.07744,                0.02516,                 2.4773,                 3.8823,                 2.5647,               0.007624,               0.007624,               0.007624
                     14,                 2.4685,                 2.3923,                 2.5237,                0.70543,                  0.176,                0.15793,                0.06647,                 2.0834,                 3.0774,                  2.329,               0.007426,               0.007426,               0.007426
                     15,                 2.4517,                 2.3709,                 2.5085,                0.67825,                  0.172,                 0.1511,                0.06555,                 2.0605,                 4.9553,                 2.2594,               0.007228,               0.007228,               0.007228
                     16,                 2.3779,                 2.2172,                 2.4335,                0.67667,                  0.236,                0.15861,                 0.0628,                 2.2498,                  2.385,                 2.3801,                0.00703,                0.00703,                0.00703
                     17,                 2.3407,                  2.183,                 2.3615,                0.68793,                  0.192,                0.14443,                0.06001,                 2.3481,                 3.3723,                 2.5264,               0.006832,               0.006832,               0.006832
