                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.8547,                 4.7034,                 4.1525,                0.00069,                0.02693,                0.00066,                0.00026,                 3.6256,                 4.4543,                 3.9183,               0.070319,              0.0032979,              0.0032979
                      1,                 3.2761,                 3.8015,                 3.6702,                0.52063,                0.01237,                0.00736,                0.00255,                 2.8036,                 130.21,                 3.6766,               0.040188,              0.0064999,              0.0064999
                      2,                 2.8405,                 3.2277,                 3.0356,                0.07248,                0.20794,                0.05964,                0.01945,                 2.6937,                 27.354,                 3.6953,              0.0099246,              0.0095699,              0.0095699
                      3,                  2.515,                 2.7062,                 2.5869,                0.54271,                0.21378,                0.27082,                 0.1104,                 2.1556,                 2.5681,                 2.4748,               0.009406,               0.009406,               0.009406
                      4,                 2.1843,                 2.2325,                 2.2861,                0.29035,                0.48176,                0.33422,                0.15754,                 2.1539,                 4.0324,                 2.3855,               0.009406,               0.009406,               0.009406
                      5,                 1.9619,                 1.8897,                 2.0129,                0.68837,                0.45937,                0.53888,                0.29819,                 1.6881,                 2.0865,                 1.8907,               0.009208,               0.009208,               0.009208
                      6,                 1.7677,                 1.7037,                 1.8638,                0.78586,                0.49369,                0.59902,                 0.3585,                 1.5651,                 1.5526,                 1.7516,                0.00901,                0.00901,                0.00901
                      7,                 1.6756,                 1.5805,                 1.7757,                0.78182,                0.57623,                0.65289,                0.40721,                  1.419,                  1.355,                 1.6376,               0.008812,               0.008812,               0.008812
                      8,                 1.5747,                 1.4573,                 1.6801,                0.80722,                0.56145,                0.66259,                0.43816,                 1.3339,                 1.2976,                 1.5609,               0.008614,               0.008614,               0.008614
                      9,                 1.4854,                 1.3787,                 1.6278,                0.81047,                0.60294,                0.70646,                0.44043,                 1.3385,                 1.2553,                 1.5442,               0.008416,               0.008416,               0.008416
                     10,                  1.462,                 1.3448,                 1.5893,                0.84935,                0.60729,                0.71829,                0.45927,                  1.243,                 1.1999,                 1.4798,               0.008218,               0.008218,               0.008218
                     11,                 1.3954,                 1.2736,                 1.5461,                0.84989,                0.66746,                0.74498,                0.50746,                 1.1841,                  1.057,                 1.4265,                0.00802,                0.00802,                0.00802
                     12,                 1.3651,                 1.1905,                 1.4923,                0.73443,                0.71729,                0.66893,                0.44136,                 1.2041,                 1.3194,                 1.4422,               0.007822,               0.007822,               0.007822
                     13,                 1.3076,                 1.1293,                 1.4407,                0.84339,                0.71051,                0.76963,                0.52751,                  1.111,                 1.0043,                 1.3482,               0.007624,               0.007624,               0.007624
                     14,                 1.2942,                 1.1129,                 1.4578,                0.91263,                0.69276,                0.79755,                0.55148,                 1.0997,                0.93528,                 1.3617,               0.007426,               0.007426,               0.007426
                     15,                 1.2668,                 1.0887,                 1.4287,                0.86906,                0.71835,                0.80184,                0.54938,                 1.1101,                0.91504,                 1.3413,               0.007228,               0.007228,               0.007228
                     16,                 1.2475,                 1.0404,                 1.4146,                0.90305,                0.70641,                0.82306,                0.57952,                 1.0638,                0.87892,                  1.318,                0.00703,                0.00703,                0.00703
                     17,                 1.2195,                0.99322,                 1.3877,                0.86765,                0.71406,                0.79789,                0.56229,                 1.0229,                0.86752,                 1.2842,               0.006832,               0.006832,               0.006832
                     18,                 1.1933,                0.94708,                  1.349,                0.86633,                0.73805,                0.80788,                0.55729,                 1.0502,                0.84599,                 1.2953,               0.006634,               0.006634,               0.006634
                     19,                 1.1531,                0.93818,                 1.3325,                 0.8804,                0.74762,                0.83053,                0.59582,                0.98031,                0.77449,                 1.2558,               0.006436,               0.006436,               0.006436
                     20,                 1.1438,                0.90922,                  1.324,                0.91358,                0.74619,                0.84232,                0.59564,                 0.9973,                0.77458,                 1.2569,               0.006238,               0.006238,               0.006238
                     21,                 1.1022,                0.87342,                 1.3031,                0.92688,                0.74508,                0.84245,                0.59899,                0.94943,                0.75173,                 1.2257,                0.00604,                0.00604,                0.00604
                     22,                 1.1239,                0.88982,                 1.3099,                0.90963,                0.74568,                 0.8442,                0.59454,                 1.0022,                 0.7656,                 1.2546,               0.005842,               0.005842,               0.005842
                     23,                 1.1002,                 0.8693,                 1.2982,                0.92411,                0.77864,                0.85109,                0.61801,                0.97554,                0.71014,                 1.2315,               0.005644,               0.005644,               0.005644
                     24,                 1.0901,                0.85159,                 1.2952,                0.93907,                0.76682,                0.85784,                0.60825,                0.98367,                0.73345,                 1.2322,               0.005446,               0.005446,               0.005446
                     25,                 1.0909,                 0.8596,                 1.2961,                0.95365,                0.76093,                0.86435,                0.60915,                0.95879,                0.72244,                 1.2138,               0.005248,               0.005248,               0.005248
                     26,                 1.0681,                0.82452,                 1.2685,                0.93318,                0.78024,                0.85756,                0.61893,                0.94209,                0.68129,                  1.214,                0.00505,                0.00505,                0.00505
                     27,                 1.0425,                0.79925,                 1.2455,                0.93472,                0.78629,                0.87294,                0.63209,                0.89724,                0.66268,                 1.1766,               0.004852,               0.004852,               0.004852
                     28,                 1.0235,                0.78438,                 1.2409,                0.95051,                0.77302,                0.86903,                 0.6382,                0.90174,                 0.6635,                 1.1874,               0.004654,               0.004654,               0.004654
                     29,                 1.0087,                0.77362,                 1.2236,                0.88508,                0.81535,                0.87474,                0.63587,                 0.9097,                0.65236,                 1.1824,               0.004456,               0.004456,               0.004456
                     30,                 1.0118,                0.77019,                 1.2352,                0.90867,                0.79375,                0.87529,                0.63355,                0.87404,                0.63249,                 1.1587,               0.004258,               0.004258,               0.004258
                     31,                0.99139,                 0.7477,                 1.2285,                0.94233,                0.80342,                0.87617,                0.65636,                0.85823,                0.61734,                  1.147,                0.00406,                0.00406,                0.00406
                     32,                0.98629,                0.73678,                 1.2093,                0.93797,                0.77349,                0.87377,                0.64938,                0.86986,                0.62372,                 1.1626,               0.003862,               0.003862,               0.003862
                     33,                0.97314,                 0.7263,                 1.1991,                0.93436,                0.80355,                  0.876,                0.64549,                0.88688,                0.61588,                 1.1679,               0.003664,               0.003664,               0.003664
                     34,                0.96181,                0.71301,                 1.2006,                0.94776,                0.79523,                0.87791,                0.65839,                 0.8288,                0.59738,                 1.1256,               0.003466,               0.003466,               0.003466
                     35,                0.96748,                 0.7179,                 1.1973,                  0.951,                0.81563,                0.88847,                0.65988,                0.85089,                 0.5928,                 1.1315,               0.003268,               0.003268,               0.003268
                     36,                0.91635,                0.68336,                 1.1611,                0.93233,                0.79411,                0.87839,                0.65723,                0.84295,                0.59506,                 1.1287,                0.00307,                0.00307,                0.00307
                     37,                0.97037,                0.70923,                 1.2123,                0.93779,                0.79941,                0.88406,                0.65741,                0.83758,                0.58363,                 1.1291,               0.002872,               0.002872,               0.002872
                     38,                0.92942,                0.69855,                  1.172,                0.92878,                 0.8122,                0.88341,                0.66878,                0.83135,                0.58444,                 1.1292,               0.002674,               0.002674,               0.002674
                     39,                0.91432,                0.66845,                 1.1624,                0.93162,                0.81694,                0.89167,                0.66863,                0.83304,                0.56443,                 1.1205,               0.002476,               0.002476,               0.002476
                     40,                0.90381,                0.64681,                 1.1677,                0.97009,                0.80573,                0.89074,                0.66605,                0.81188,                0.56153,                 1.1142,               0.002278,               0.002278,               0.002278
                     41,                0.89691,                0.64264,                 1.1539,                0.93023,                0.83103,                0.89203,                0.67658,                0.80129,                0.54378,                 1.1011,                0.00208,                0.00208,                0.00208
                     42,                 0.8973,                0.65469,                 1.1509,                0.90596,                0.83805,                0.89102,                0.67357,                 0.8055,                0.54579,                  1.102,               0.001882,               0.001882,               0.001882
                     43,                0.89492,                0.64792,                 1.1562,                0.94108,                0.80772,                0.88829,                0.67494,                0.80772,                0.54563,                 1.0999,               0.001684,               0.001684,               0.001684
                     44,                0.86364,                0.63596,                 1.1442,                0.94656,                0.80481,                 0.8885,                0.67248,                0.80067,                0.53795,                 1.0958,               0.001486,               0.001486,               0.001486
                     45,                0.87453,                0.63512,                 1.1384,                0.91951,                 0.8469,                 0.8958,                0.68349,                0.77792,                0.53187,                 1.0893,               0.001288,               0.001288,               0.001288
                     46,                0.87953,                0.63102,                  1.136,                0.95407,                0.80304,                 0.8923,                0.67934,                0.77789,                0.53169,                  1.085,                0.00109,                0.00109,                0.00109
                     47,                0.84028,                0.60743,                 1.1321,                0.94926,                 0.8136,                0.89715,                0.68865,                0.77636,                 0.5183,                 1.0836,               0.000892,               0.000892,               0.000892
                     48,                0.84547,                 0.6028,                 1.1146,                0.93523,                0.83712,                0.89813,                0.68293,                0.77231,                0.50994,                 1.0816,               0.000694,               0.000694,               0.000694
                     49,                0.83388,                0.59524,                 1.1173,                0.93065,                  0.844,                0.90002,                0.69276,                0.76756,                  0.507,                 1.0819,               0.000496,               0.000496,               0.000496
