                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.0968,                 5.2801,                 4.2728,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.6541,                 4.9914,                 4.0696,                 0.0838,                 0.0018,                 0.0018
                      1,                 4.0439,                 4.8171,                 4.1546,                0.00019,                0.00794,                 0.0001,                  6e-05,                 3.5851,                 4.7559,                 4.0069,               0.066627,              0.0036267,              0.0036267
                      2,                 3.8028,                 4.4322,                 4.0934,                0.00019,                0.00794,                 0.0001,                  6e-05,                 3.5242,                 4.6399,                 3.9601,               0.049378,              0.0053782,              0.0053782
                      3,                 3.8152,                 4.3064,                 4.0243,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.4954,                 4.5925,                 3.9337,               0.032054,              0.0070545,              0.0070545
                      4,                 3.6008,                 4.1965,                 3.9811,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.4935,                 4.5966,                 3.9291,               0.014656,              0.0086555,              0.0086555
                      5,                 3.2158,                 3.8741,                 3.7772,                 0.5175,                0.00397,                 0.0011,                0.00032,                  3.277,                 4.5875,                 3.8853,                0.00901,                0.00901,                0.00901
                      6,                 3.1923,                 3.5982,                 3.5182,                0.50181,                0.06746,                0.00197,                0.00069,                 3.0603,                 11.963,                 3.4964,                0.00901,                0.00901,                0.00901
                      7,                 2.9506,                 3.4471,                 3.2409,                0.52382,                0.03175,                0.00612,                0.00172,                 3.0778,                 4.1036,                 3.5036,               0.008812,               0.008812,               0.008812
                      8,                 2.8507,                 3.2494,                 2.9678,                0.54124,                0.12302,                0.03942,                 0.0145,                 2.5571,                  21.15,                 3.2628,               0.008614,               0.008614,               0.008614
                      9,                 2.7668,                 3.3733,                 2.9263,                0.54484,                0.06349,                0.02689,                0.00859,                  2.534,                  3.691,                 3.0639,               0.008416,               0.008416,               0.008416
                     10,                  2.688,                 3.0742,                  2.899,                0.56344,                0.11111,                0.03666,                0.01236,                 2.4648,                 14.791,                 2.6787,               0.008218,               0.008218,               0.008218
                     11,                  2.689,                 3.0003,                 2.7422,                0.56129,                0.14286,                 0.0369,                0.01475,                 2.4602,                 3.5511,                 2.7092,                0.00802,                0.00802,                0.00802
                     12,                 2.6269,                 2.8654,                 2.6978,                0.55766,                0.15873,                0.03822,                0.01425,                 2.3179,                 4.7561,                 2.4735,               0.007822,               0.007822,               0.007822
                     13,                  2.616,                 2.6743,                 2.6463,                0.59529,                0.07143,                0.04744,                0.01773,                 2.3383,                 3.1506,                 2.6345,               0.007624,               0.007624,               0.007624
