                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.5687,                  4.875,                 4.2976,                0.00041,                0.09009,                0.00052,                0.00028,                 3.5412,                 4.9432,                 4.1592,             0.00030006,             0.00030006,             0.00030006
                      1,                 3.4405,                 4.6074,                 4.1504,                 0.0008,                 0.1201,                0.00055,                0.00022,                 3.5214,                 4.9207,                 4.1563,             0.00060458,             0.00060458,             0.00060458
                      2,                 3.2631,                 4.2058,                 3.9108,                0.00044,                0.09459,                0.00037,                0.00017,                 3.4682,                 4.7914,                 4.1666,             0.00089655,             0.00089655,             0.00089655
                      3,                  3.007,                 3.9068,                 3.5275,                0.00099,                0.10719,                 0.0006,                 0.0002,                 3.2344,                 4.9881,                 4.3157,               0.001176,               0.001176,               0.001176
                      4,                 2.8598,                 3.6736,                 3.2151,                0.00079,                0.04564,                0.00049,                0.00017,                 3.3617,                 4.7402,                 4.2351,              0.0014429,              0.0014429,              0.0014429
                      5,                  2.702,                 3.3423,                 3.0211,                  0.592,                0.02041,                  0.013,                 0.0064,                 3.1176,                 4.3978,                 3.8417,               0.001502,               0.001502,               0.001502
                      6,                 2.5757,                   3.21,                 2.8354,                0.54784,                0.11735,                0.06628,                0.03294,                 2.6629,                 9.8275,                 3.2473,               0.001502,               0.001502,               0.001502
                      7,                 2.5575,                 2.9384,                 2.7995,                0.30029,                0.30433,                0.23431,                0.10572,                 2.4316,                   3.03,                 2.7086,               0.001469,               0.001469,               0.001469
                      8,                 2.3762,                 2.8079,                 2.6108,                0.45163,                0.33313,                0.33018,                0.17592,                 2.1429,                 3.8905,                 2.3945,               0.001436,               0.001436,               0.001436
                      9,                   2.21,                 2.5158,                 2.4241,                0.42526,                0.39502,                0.39189,                0.22099,                 2.0808,                 2.6769,                  2.303,              0.0014029,              0.0014029,              0.0014029
                     10,                  2.206,                 2.5321,                 2.3884,                0.51556,                0.46888,                0.46692,                0.23139,                 2.0206,                 2.2446,                 2.2692,              0.0013699,              0.0013699,              0.0013699
                     11,                 2.1601,                 2.2918,                 2.3218,                0.54739,                0.45258,                0.48147,                0.27115,                 1.9956,                 2.3586,                 2.1797,              0.0013369,              0.0013369,              0.0013369
                     12,                 1.9865,                  2.082,                 2.2374,                0.73456,                0.44947,                0.52203,                0.32138,                 1.7703,                 2.0958,                  1.963,              0.0013039,              0.0013039,              0.0013039
                     13,                 1.9735,                 1.9858,                 2.1498,                0.46442,                0.51781,                0.45267,                0.26285,                 1.7866,                 2.4839,                  1.922,              0.0012709,              0.0012709,              0.0012709
                     14,                 1.9043,                 1.9716,                 2.1317,                0.69956,                0.56706,                0.61017,                0.36586,                 1.7348,                 1.8134,                 1.8992,              0.0012379,              0.0012379,              0.0012379
                     15,                 1.8152,                 1.8378,                 2.0917,                0.74201,                0.57315,                0.64318,                0.42069,                 1.6163,                 1.8634,                 1.8775,              0.0012049,              0.0012049,              0.0012049
                     16,                  1.744,                 1.6903,                 1.9951,                0.83039,                0.57837,                0.65772,                0.40384,                 1.5887,                 1.7123,                 1.8537,              0.0011719,              0.0011719,              0.0011719
                     17,                  1.709,                 1.6959,                 1.9622,                0.84074,                0.57954,                0.67974,                0.43403,                 1.5347,                 1.6707,                 1.8098,              0.0011389,              0.0011389,              0.0011389
                     18,                  1.578,                 1.6112,                 1.9174,                0.81758,                0.63702,                0.69913,                0.46307,                 1.6013,                 1.5312,                  1.769,              0.0011059,              0.0011059,              0.0011059
                     19,                 1.6405,                 1.6244,                 1.9169,                0.83562,                0.57555,                0.67139,                0.42689,                 1.5404,                 1.5254,                 1.7295,              0.0010729,              0.0010729,              0.0010729
                     20,                 1.6425,                 1.5461,                 1.8855,                0.81153,                0.64722,                0.72277,                0.46295,                 1.4177,                  1.381,                 1.6287,              0.0010399,              0.0010399,              0.0010399
                     21,                 1.5631,                 1.4851,                 1.8316,                0.83103,                0.64341,                 0.7258,                0.47484,                 1.4718,                 1.4963,                 1.6569,              0.0010069,              0.0010069,              0.0010069
                     22,                 1.5715,                 1.4938,                 1.8462,                0.90782,                0.62675,                0.73459,                0.43329,                 1.5621,                 1.3964,                 1.7591,             0.00097386,             0.00097386,             0.00097386
                     23,                 1.5277,                 1.4141,                 1.7939,                0.85598,                0.68509,                0.75577,                0.51075,                  1.396,                 1.2482,                 1.5945,             0.00094085,             0.00094085,             0.00094085
                     24,                 1.4883,                 1.3672,                 1.7566,                0.89543,                0.65292,                0.75208,                0.49254,                 1.4083,                  1.292,                 1.6409,             0.00090785,             0.00090785,             0.00090785
