                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.0984,                 5.3315,                  4.288,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.6665,                 5.0841,                 4.0906,                 0.0838,                 0.0018,                 0.0018
                      1,                 4.0199,                   4.92,                  4.222,                0.00019,                0.00794,                 0.0001,                  6e-05,                 3.6172,                 4.8706,                 4.0487,               0.066627,              0.0036267,              0.0036267
                      2,                 3.8495,                 4.5291,                 4.2106,                0.00019,                0.00794,                 0.0001,                  6e-05,                 3.5835,                 4.7635,                 4.0194,               0.049378,              0.0053782,              0.0053782
                      3,                 3.7808,                 4.3476,                 4.0976,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.5605,                 4.7073,                 4.0021,               0.032054,              0.0070545,              0.0070545
                      4,                  3.554,                 4.2785,                 3.9898,                0.00018,                0.00794,                 0.0001,                  6e-05,                 3.5629,                 4.6841,                 4.0003,               0.014656,              0.0086555,              0.0086555
                      5,                 3.2473,                 4.1428,                 3.7764,                0.00055,                0.02778,                0.00046,                0.00016,                 3.5684,                 4.7499,                 4.0235,                0.00901,                0.00901,                0.00901
                      6,                 3.0811,                 3.8537,                 3.4977,                0.00848,                 0.0119,                0.00465,                0.00138,                 3.1578,                 4.6937,                 3.8929,                0.00901,                0.00901,                0.00901
                      7,                 2.9215,                 3.5497,                 3.3122,                0.50628,                 0.0119,                0.00396,                0.00138,                 3.0816,                 11.188,                 3.7976,               0.008812,               0.008812,               0.008812
                      8,                 2.9107,                 3.3669,                 3.0506,                0.50802,                0.19444,                0.00687,                0.00238,                 2.7963,                  145.8,                 4.3126,               0.008614,               0.008614,               0.008614
                      9,                 2.7933,                 3.2725,                 2.9672,                0.54324,                 0.0754,                0.02077,                0.00677,                 2.7256,                 4.7305,                 3.1629,               0.008416,               0.008416,               0.008416
                     10,                 2.7314,                 3.1481,                 2.9259,                0.53924,                0.17063,                0.02725,                0.00926,                 2.6942,                 7.8378,                 2.9702,               0.008218,               0.008218,               0.008218
                     11,                 2.6917,                 3.0001,                 2.7683,                0.01891,                0.23016,                0.01644,                0.00583,                  2.672,                 37.847,                 3.1328,                0.00802,                0.00802,                0.00802
                     12,                 2.5495,                 2.8018,                 2.6578,                0.60041,                0.19048,                0.08784,                 0.0299,                 2.3495,                  10.67,                 2.6574,               0.007822,               0.007822,               0.007822
                     13,                 2.5989,                 2.6976,                 2.6795,                0.72804,                0.17857,                0.15905,                0.05695,                 2.2453,                 3.4013,                 2.4556,               0.007624,               0.007624,               0.007624
                     14,                 2.4975,                 2.5089,                 2.5724,                0.70428,                0.20238,                0.17628,                0.06555,                 2.1224,                 2.8443,                  2.381,               0.007426,               0.007426,               0.007426
                     15,                 2.4687,                 2.3396,                 2.4943,                0.73462,                0.18254,                0.15814,                0.06306,                 2.1874,                 2.8516,                   2.33,               0.007228,               0.007228,               0.007228
                     16,                 2.3861,                 2.2825,                 2.4903,                0.67823,                0.23016,                0.15302,                0.06875,                 2.1682,                 2.1037,                 2.2666,                0.00703,                0.00703,                0.00703
                     17,                 2.3831,                 2.2027,                 2.3841,                0.73813,                0.21825,                0.20847,                0.07422,                 2.2193,                 2.3971,                 2.3544,               0.006832,               0.006832,               0.006832
                     18,                 2.3061,                 2.0691,                 2.3366,                0.69084,                0.21312,                0.16065,                0.05183,                 2.4432,                 2.7811,                  2.387,               0.006634,               0.006634,               0.006634
                     19,                 2.3061,                 2.0852,                 2.3557,                0.73915,                0.25794,                0.22809,                0.11145,                 1.9898,                 1.8567,                 2.1299,               0.006436,               0.006436,               0.006436
                     20,                  2.204,                 1.9323,                 2.2209,                0.76271,                0.25397,                0.25007,                0.11083,                 1.9347,                 1.9075,                 2.0764,               0.006238,               0.006238,               0.006238
                     21,                 2.1717,                 1.9764,                 2.2213,                0.73884,                0.25397,                0.23658,                0.11755,                 1.8967,                 2.2224,                 2.0624,                0.00604,                0.00604,                0.00604
                     22,                 2.0131,                 1.8301,                 2.1196,                0.78787,                0.22222,                0.24825,                0.13252,                 1.8147,                 2.0591,                 1.9672,               0.005842,               0.005842,               0.005842
