                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.6988,                 4.8471,                 4.3135,                0.00058,                0.14356,                0.00053,                0.00015,                 3.2395,                  4.718,                   4.12,                 0.0838,                 0.0018,                 0.0018
                      1,                 3.7145,                 4.5675,                 4.2387,                0.00061,                0.14851,                0.00077,                0.00017,                 3.2483,                 4.6386,                 4.0944,               0.066627,              0.0036267,              0.0036267
                      2,                 3.7502,                 4.4425,                 4.1352,                0.00046,                0.02475,                 0.0006,                0.00017,                 3.2577,                 4.5916,                 4.0707,               0.049378,              0.0053782,              0.0053782
                      3,                 3.6606,                 4.1875,                 4.0523,                0.00046,                0.02475,                0.00053,                0.00016,                 3.2723,                 4.5596,                 4.0554,               0.032054,              0.0070545,              0.0070545
                      4,                 3.3502,                  3.959,                 3.8875,                0.00054,                 0.0298,                0.00035,                0.00012,                 3.2956,                 4.4736,                 4.0417,               0.014656,              0.0086555,              0.0086555
                      5,                 3.1775,                 3.8101,                 3.7107,                0.00256,                0.24112,                0.01375,                0.00374,                 3.2467,                 4.1356,                 3.9178,                0.00901,                0.00901,                0.00901
                      6,                 3.0018,                 3.4945,                 3.4049,                0.10788,                0.09001,                0.02024,                0.00648,                 2.9315,                 4.0811,                  3.657,                0.00901,                0.00901,                0.00901
                      7,                 2.8423,                 3.3669,                 3.1877,                0.01103,                0.15152,                   0.01,                0.00412,                 2.8476,                 585.89,                 7.5056,               0.008812,               0.008812,               0.008812
                      8,                 2.7096,                 3.0259,                 3.0132,                0.17869,                0.21607,                0.13262,                0.06102,                 2.5385,                 13.901,                 4.5341,               0.008614,               0.008614,               0.008614
                      9,                  2.558,                 2.9147,                 2.8353,                0.07031,                0.32628,                0.13598,                0.06439,                 2.7447,                 42.794,                 5.8117,               0.008416,               0.008416,               0.008416
                     10,                 2.4547,                 2.7119,                 2.6951,                0.33249,                0.32508,                0.24736,                 0.1136,                 2.3719,                 10.609,                 3.7223,               0.008218,               0.008218,               0.008218
                     11,                  2.438,                 2.6122,                 2.6831,                 0.4375,                 0.3404,                0.33872,                 0.1816,                 2.0423,                 7.7481,                 2.8209,                0.00802,                0.00802,                0.00802
                     12,                 2.2805,                 2.4334,                 2.5638,                0.34782,                0.38104,                0.30277,                0.14622,                 2.1109,                 4.2469,                 2.7076,               0.007822,               0.007822,               0.007822
                     13,                 2.2226,                 2.2817,                 2.4446,                0.62501,                0.39462,                0.44323,                0.23189,                 2.0598,                  2.819,                 2.6474,               0.007624,               0.007624,               0.007624
                     14,                 2.1402,                 2.2429,                 2.4246,                0.56263,                0.42599,                0.45974,                0.24549,                 1.8345,                 5.0261,                 2.3952,               0.007426,               0.007426,               0.007426
                     15,                 2.0162,                 2.0823,                 2.2923,                0.47592,                0.42877,                0.40814,                0.22857,                 1.8455,                   2.53,                 2.3758,               0.007228,               0.007228,               0.007228
                     16,                 1.9944,                 2.0609,                 2.2914,                0.67849,                0.44204,                0.49841,                  0.289,                 1.7088,                 1.9885,                 2.2558,                0.00703,                0.00703,                0.00703
                     17,                  1.858,                 1.8941,                 2.1241,                0.59828,                 0.5332,                0.57846,                0.33461,                 1.7743,                  2.084,                 2.2235,               0.006832,               0.006832,               0.006832
                     18,                 1.8205,                 1.8185,                 2.1103,                0.61251,                0.57627,                0.58402,                0.34017,                 1.6648,                 2.0849,                 2.1343,               0.006634,               0.006634,               0.006634
                     19,                 1.8452,                 1.8298,                 2.1223,                0.60999,                0.57317,                0.59198,                0.35558,                 1.5979,                 1.7436,                 2.0995,               0.006436,               0.006436,               0.006436
                     20,                 1.7966,                 1.7241,                 2.0672,                0.67539,                0.54135,                0.58014,                0.35954,                 1.5467,                 1.7303,                 2.0643,               0.006238,               0.006238,               0.006238
                     21,                 1.6798,                 1.7005,                 1.9735,                  0.718,                0.67264,                0.66533,                0.41816,                 1.5507,                  1.538,                 2.0564,                0.00604,                0.00604,                0.00604
                     22,                 1.7055,                 1.6334,                 1.9951,                0.74211,                0.61689,                0.65709,                0.39893,                 1.4989,                 1.5224,                 1.9634,               0.005842,               0.005842,               0.005842
                     23,                 1.6036,                   1.55,                 1.9271,                0.69095,                0.69652,                0.70379,                0.44708,                 1.4756,                 1.6298,                 1.9204,               0.005644,               0.005644,               0.005644
                     24,                 1.6111,                 1.5479,                 1.9103,                0.82451,                0.61104,                0.70705,                0.47249,                 1.3835,                 1.5931,                 1.8639,               0.005446,               0.005446,               0.005446
                     25,                 1.5816,                  1.536,                 1.8552,                0.81036,                0.67235,                0.74665,                0.49581,                 1.3853,                 1.3369,                 1.8552,               0.005248,               0.005248,               0.005248
                     26,                 1.5883,                 1.4981,                 1.8841,                0.78281,                0.67076,                0.73242,                0.47346,                 1.3719,                  1.388,                 1.8352,                0.00505,                0.00505,                0.00505
                     27,                 1.5474,                  1.452,                 1.8312,                0.84241,                0.69582,                0.76525,                0.47528,                 1.4106,                 1.3058,                 1.8647,               0.004852,               0.004852,               0.004852
                     28,                 1.5117,                  1.388,                 1.7793,                0.73297,                0.67001,                0.72091,                0.48283,                 1.4704,                 1.6681,                 1.9325,               0.004654,               0.004654,               0.004654
                     29,                 1.4845,                 1.4041,                 1.7929,                0.86803,                0.72182,                0.79266,                0.52922,                 1.4023,                  1.234,                 1.8299,               0.004456,               0.004456,               0.004456
                     30,                 1.5717,                  1.447,                  1.847,                0.90113,                0.69107,                0.79619,                0.52792,                 1.3978,                 1.2506,                 1.8344,               0.004258,               0.004258,               0.004258
                     31,                 1.4371,                 1.3675,                 1.7676,                0.87313,                0.64531,                0.78233,                0.51496,                 1.2991,                 1.3258,                 1.7258,                0.00406,                0.00406,                0.00406
                     32,                 1.4771,                 1.3743,                   1.74,                0.83724,                0.72087,                0.77346,                0.51454,                 1.2377,                 1.2834,                 1.6883,               0.003862,               0.003862,               0.003862
                     33,                 1.4161,                 1.3085,                 1.7251,                0.83899,                0.72892,                0.80576,                0.54353,                 1.2617,                 1.2001,                 1.6908,               0.003664,               0.003664,               0.003664
