                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  3.889,                 4.8356,                 4.2016,                0.00075,                0.02778,                0.00064,                0.00026,                 3.6329,                  4.402,                  3.964,                 0.0704,              0.0032889,              0.0032889
                      1,                 3.4219,                 3.7881,                 3.8394,                0.02765,                0.05366,                0.01303,                0.00433,                  2.926,                 3.7734,                 3.6188,               0.040269,              0.0064911,              0.0064911
                      2,                 2.7952,                  3.095,                 3.0907,                0.01524,                0.11545,                0.01167,                0.00431,                 2.5665,                 6.8562,                 3.1631,               0.010006,              0.0095613,              0.0095613
                      3,                 2.5422,                 2.6086,                  2.631,                0.62219,                0.21354,                0.12062,                0.04805,                 2.1458,                 2.6751,                 2.4142,               0.009406,               0.009406,               0.009406
                      4,                 2.3132,                 2.3192,                  2.366,                0.75282,                0.24238,                0.24609,                0.12398,                 1.8741,                 4.5925,                 2.2271,               0.009406,               0.009406,               0.009406
                      5,                 2.0963,                 1.8802,                 2.1572,                0.82485,                   0.25,                0.27964,                0.13805,                 1.8901,                 1.8889,                 2.0955,               0.009208,               0.009208,               0.009208
                      6,                 1.8982,                 1.7317,                 1.9524,                0.83877,                0.31279,                0.37742,                0.22225,                 1.5419,                 1.6018,                 1.8187,                0.00901,                0.00901,                0.00901
                      7,                 1.7363,                 1.5393,                 1.8142,                0.60027,                0.36977,                0.40223,                0.24491,                 1.5649,                 1.5463,                 1.7812,               0.008812,               0.008812,               0.008812
                      8,                 1.6476,                 1.4444,                 1.7407,                0.77913,                0.42593,                0.49558,                0.31696,                 1.3695,                 1.2609,                 1.6334,               0.008614,               0.008614,               0.008614
                      9,                 1.5729,                 1.3613,                 1.6969,                0.76785,                0.45605,                0.53184,                0.34245,                 1.3435,                 1.2211,                  1.592,               0.008416,               0.008416,               0.008416
                     10,                 1.4884,                 1.3058,                 1.6173,                 0.7008,                0.47126,                0.56214,                0.36481,                   1.32,                  1.135,                  1.579,               0.008218,               0.008218,               0.008218
                     11,                 1.4376,                 1.2134,                 1.5645,                0.74272,                  0.533,                0.61881,                0.40833,                 1.2215,                 1.0316,                 1.4783,                0.00802,                0.00802,                0.00802
                     12,                 1.3773,                 1.1669,                 1.5028,                0.80434,                0.53299,                0.61565,                0.40901,                   1.19,                0.99031,                  1.461,               0.007822,               0.007822,               0.007822
                     13,                 1.3688,                 1.1511,                 1.4958,                0.83641,                0.51948,                0.63906,                0.43548,                 1.1805,                  1.032,                 1.4503,               0.007624,               0.007624,               0.007624
                     14,                 1.3265,                 1.0967,                  1.469,                0.79936,                0.62255,                 0.7011,                0.44976,                 1.1548,                 1.0359,                  1.416,               0.007426,               0.007426,               0.007426
                     15,                 1.2886,                 1.0354,                 1.4169,                0.81543,                0.59475,                0.67254,                0.43753,                 1.1298,                0.94848,                 1.3974,               0.007228,               0.007228,               0.007228
                     16,                  1.251,                 1.0449,                 1.4346,                0.81139,                0.62682,                0.68477,                0.46225,                  1.058,                0.84706,                 1.3434,                0.00703,                0.00703,                0.00703
                     17,                 1.2306,                0.99122,                 1.3926,                0.84738,                0.65895,                0.72313,                 0.4992,                 1.0268,                0.84932,                 1.3078,               0.006832,               0.006832,               0.006832
                     18,                 1.2199,                 0.9913,                 1.3795,                0.86533,                0.65152,                0.73937,                0.51134,                  1.045,                0.83648,                 1.3167,               0.006634,               0.006634,               0.006634
                     19,                 1.2071,                0.96764,                 1.3817,                0.83903,                0.65674,                0.73054,                 0.5114,                 1.0332,                0.81222,                 1.3235,               0.006436,               0.006436,               0.006436
                     20,                 1.1427,                0.90142,                 1.3487,                0.86692,                0.68616,                0.76572,                 0.5301,                0.98757,                0.75975,                 1.2827,               0.006238,               0.006238,               0.006238
                     21,                 1.1448,                0.91123,                 1.3137,                0.87719,                0.64255,                0.74837,                0.51544,                0.98429,                 0.7591,                  1.265,                0.00604,                0.00604,                0.00604
                     22,                 1.1103,                0.87248,                 1.3258,                0.90882,                0.66102,                0.75219,                0.52143,                0.98694,                0.75386,                  1.276,               0.005842,               0.005842,               0.005842
