                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.8306,                 4.8701,                 4.2942,                0.00029,                0.06144,                0.00026,                0.00012,                 3.6002,                 4.8833,                 4.0841,               0.070789,              0.0032456,              0.0032456
                      1,                 3.6699,                  4.408,                 4.0732,                0.00027,                0.01271,                0.00016,                  8e-05,                 3.5908,                 4.7149,                 4.0292,               0.040659,              0.0064487,              0.0064487
                      2,                 3.3217,                 4.0781,                 3.8111,                0.00118,                0.19805,                0.00072,                0.00026,                  3.737,                 12.558,                 4.6786,               0.010397,              0.0095198,              0.0095198
