                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.8461,                 4.8124,                 4.2494,                0.00057,                0.02372,                0.00095,                0.00038,                 3.8353,                  4.745,                 4.0625,               0.070789,              0.0032456,              0.0032456
                      1,                 3.7707,                 4.4063,                 4.0838,                0.00052,                0.02174,                0.00047,                0.00021,                 3.8029,                 4.6046,                 3.9969,               0.040659,              0.0064487,              0.0064487
                      2,                 3.2763,                  3.982,                 3.8129,                 0.0019,                0.18619,                 0.0042,                 0.0011,                 3.6274,                 4.4283,                 3.9229,               0.010397,              0.0095198,              0.0095198
                      3,                 3.0073,                  3.614,                  3.335,                0.00939,                  0.271,                0.00724,                0.00215,                  2.799,                 202.39,                 5.5382,               0.009406,               0.009406,               0.009406
                      4,                 2.7976,                 3.1998,                 3.0425,                0.11368,                0.18392,                0.06005,                 0.0197,                 2.6329,                 4.6435,                 3.1842,               0.009406,               0.009406,               0.009406
                      5,                 2.6341,                  2.867,                 2.8212,                 0.2196,                0.23345,                0.14617,                0.07354,                 2.6342,                 14.979,                 3.8114,               0.009208,               0.009208,               0.009208
                      6,                  2.475,                 2.7631,                  2.641,                0.27547,                 0.4076,                0.29837,                 0.1398,                 2.1869,                 5.1714,                 2.6359,                0.00901,                0.00901,                0.00901
                      7,                 2.2824,                 2.4614,                 2.4516,                0.47417,                0.43573,                 0.4222,                0.21468,                 2.0225,                 2.7732,                 2.4491,               0.008812,               0.008812,               0.008812
                      8,                 2.2195,                   2.29,                 2.4029,                0.39245,                0.39754,                0.29963,                0.13658,                 2.1024,                 2.5533,                 2.4375,               0.008614,               0.008614,               0.008614
                      9,                 2.1117,                 2.1169,                 2.2558,                0.57407,                0.53229,                0.53214,                0.28578,                 1.8825,                  3.137,                 2.2016,               0.008416,               0.008416,               0.008416
                     10,                 2.0633,                 1.9442,                 2.1768,                0.62954,                0.52412,                0.58004,                0.30121,                 1.8982,                 1.9559,                 2.1174,               0.008218,               0.008218,               0.008218
                     11,                 1.9476,                 1.8772,                 2.1276,                 0.7223,                0.53353,                0.62131,                0.35906,                 1.7196,                 2.1001,                 1.9864,                0.00802,                0.00802,                0.00802
                     12,                 1.9233,                  1.871,                 2.0873,                0.71867,                0.60373,                 0.6449,                0.39552,                 1.7039,                 1.6654,                 2.0063,               0.007822,               0.007822,               0.007822
                     13,                 1.8208,                 1.7073,                 1.9624,                0.49695,                0.47941,                0.34259,                0.20327,                 1.8631,                  2.956,                 2.1709,               0.007624,               0.007624,               0.007624
                     14,                 1.7809,                 1.7177,                 2.0057,                0.67832,                0.58736,                0.61551,                0.39377,                 1.5558,                 1.5872,                 1.8599,               0.007426,               0.007426,               0.007426
                     15,                 1.7257,                 1.5966,                 1.9093,                0.80717,                0.59317,                0.69046,                0.42627,                 1.5303,                 1.4646,                 1.8676,               0.007228,               0.007228,               0.007228
                     16,                 1.7094,                 1.5563,                 1.8896,                0.78205,                0.62497,                0.69338,                0.43747,                  1.507,                 1.3898,                 1.7624,                0.00703,                0.00703,                0.00703
                     17,                 1.6619,                 1.5287,                 1.8661,                0.79125,                0.63852,                0.72132,                0.46771,                 1.4841,                 1.3799,                 1.7949,               0.006832,               0.006832,               0.006832
                     18,                 1.6184,                 1.4732,                 1.8241,                0.82302,                0.67605,                0.75124,                0.48756,                 1.4254,                 1.2838,                  1.714,               0.006634,               0.006634,               0.006634
                     19,                 1.5862,                 1.4659,                 1.8138,                0.79596,                0.57267,                0.68454,                 0.4103,                   1.61,                 1.5631,                 1.8236,               0.006436,               0.006436,               0.006436
                     20,                 1.5675,                 1.4306,                 1.7838,                0.79861,                 0.7211,                0.77143,                 0.5061,                 1.3874,                 1.2905,                 1.6938,               0.006238,               0.006238,               0.006238
                     21,                 1.5485,                 1.4109,                 1.7852,                0.81738,                 0.7003,                0.75456,                0.50091,                 1.3446,                 1.3307,                 1.6325,                0.00604,                0.00604,                0.00604
                     22,                 1.5222,                 1.3781,                 1.7254,                0.84963,                0.69684,                0.78671,                0.51695,                 1.4154,                 1.1752,                 1.6537,               0.005842,               0.005842,               0.005842
                     23,                 1.4584,                  1.311,                 1.6858,                0.83015,                0.70069,                0.77541,                0.51432,                 1.3699,                 1.2091,                 1.6507,               0.005644,               0.005644,               0.005644
                     24,                 1.5142,                 1.3329,                 1.7093,                0.88267,                0.62801,                 0.7488,                 0.5003,                 1.3335,                 1.1923,                 1.6293,               0.005446,               0.005446,               0.005446
                     25,                 1.4315,                 1.2413,                 1.6459,                0.91691,                0.67628,                0.78711,                0.53133,                 1.3132,                 1.2026,                 1.6021,               0.005248,               0.005248,               0.005248
                     26,                 1.4627,                 1.2903,                  1.659,                0.85746,                0.71065,                0.78318,                0.53748,                 1.2922,                 1.1259,                 1.5653,                0.00505,                0.00505,                0.00505
                     27,                 1.3777,                 1.2099,                  1.611,                 0.8895,                0.70874,                0.80467,                0.55545,                 1.2745,                 1.0472,                 1.5512,               0.004852,               0.004852,               0.004852
                     28,                  1.411,                 1.2166,                 1.6043,                0.86235,                0.71839,                0.79916,                0.53779,                  1.304,                 1.1342,                 1.5632,               0.004654,               0.004654,               0.004654
                     29,                 1.3745,                 1.2027,                 1.6038,                0.89283,                0.74672,                0.82047,                0.53808,                 1.2764,                 1.0188,                 1.5584,               0.004456,               0.004456,               0.004456
                     30,                 1.3605,                 1.1986,                  1.594,                0.90861,                 0.7357,                0.83033,                0.57747,                 1.1859,                 1.0067,                 1.5049,               0.004258,               0.004258,               0.004258
                     31,                 1.4282,                 1.2689,                 1.6437,                 0.8883,                0.76463,                0.83107,                0.58196,                 1.1909,                0.97299,                 1.4941,                0.00406,                0.00406,                0.00406
                     32,                 1.3554,                 1.1374,                  1.573,                0.93147,                0.75301,                0.82741,                0.57988,                 1.2017,                0.95715,                 1.5108,               0.003862,               0.003862,               0.003862
                     33,                   1.33,                 1.1283,                 1.5669,                 0.9181,                0.70423,                 0.8167,                0.57447,                 1.2269,                  1.021,                 1.5132,               0.003664,               0.003664,               0.003664
                     34,                 1.3351,                 1.1227,                 1.5595,                0.89541,                0.74187,                0.82221,                0.57412,                 1.2305,                 1.0565,                 1.4962,               0.003466,               0.003466,               0.003466
                     35,                 1.3037,                 1.1135,                 1.5584,                0.91326,                0.78455,                0.84262,                0.57891,                 1.1676,                0.94821,                 1.4652,               0.003268,               0.003268,               0.003268
                     36,                 1.3347,                 1.1073,                 1.5623,                0.93588,                0.75791,                0.84317,                0.60427,                 1.1656,                0.89129,                 1.4586,                0.00307,                0.00307,                0.00307
                     37,                 1.2854,                 1.0837,                 1.5222,                0.87641,                0.67821,                0.78516,                0.52345,                 1.3263,                  1.191,                 1.5655,               0.002872,               0.002872,               0.002872
                     38,                 1.2717,                 1.0379,                 1.4847,                0.91775,                0.76977,                0.84267,                0.59978,                 1.1693,                0.94191,                 1.4549,               0.002674,               0.002674,               0.002674
                     39,                 1.2479,                 1.0296,                 1.4868,                0.93196,                0.79641,                0.85334,                0.61044,                 1.1161,                0.86503,                 1.4094,               0.002476,               0.002476,               0.002476
                     40,                 1.2305,                 1.0257,                 1.4622,                0.95218,                0.77603,                0.84707,                0.61045,                 1.1032,                0.87787,                 1.4007,               0.002278,               0.002278,               0.002278
                     41,                 1.2062,                 1.0105,                 1.4638,                0.92908,                0.78297,                 0.8598,                0.62556,                  1.086,                 0.8608,                 1.4077,                0.00208,                0.00208,                0.00208
                     42,                 1.2154,                 1.0276,                 1.4875,                0.95367,                0.78852,                0.86881,                0.62148,                 1.0809,                0.82975,                 1.4043,               0.001882,               0.001882,               0.001882
                     43,                 1.2205,                0.99473,                 1.4576,                 0.9589,                0.77653,                 0.8579,                0.61512,                 1.0895,                0.83933,                 1.4074,               0.001684,               0.001684,               0.001684
                     44,                  1.227,                 1.0187,                 1.4616,                 0.9505,                0.79681,                0.85708,                0.62723,                 1.0564,                0.84013,                 1.3694,               0.001486,               0.001486,               0.001486
                     45,                 1.1958,                0.99724,                 1.4644,                0.95202,                0.78013,                0.86327,                0.62326,                 1.0467,                0.80121,                 1.3626,               0.001288,               0.001288,               0.001288
                     46,                 1.1645,                0.96909,                 1.4275,                0.93936,                0.80539,                0.86361,                0.63594,                   1.03,                0.80993,                 1.3531,                0.00109,                0.00109,                0.00109
                     47,                 1.1815,                0.95461,                 1.4119,                0.93062,                0.80031,                0.86506,                0.63381,                 1.0223,                0.79441,                 1.3425,               0.000892,               0.000892,               0.000892
                     48,                 1.1657,                0.95233,                 1.4338,                0.95386,                0.78379,                0.86611,                0.63149,                 1.0223,                0.78106,                 1.3473,               0.000694,               0.000694,               0.000694
                     49,                 1.1808,                0.95719,                 1.4308,                0.93136,                0.79032,                0.86565,                0.64308,                 1.0093,                 0.7744,                 1.3322,               0.000496,               0.000496,               0.000496
