                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.8484,                 4.8543,                 4.2642,                 0.0003,                0.06329,                0.00023,                 0.0001,                 3.6039,                 4.8636,                 4.0729,               0.070789,              0.0032456,              0.0032456
                      1,                 3.7312,                 4.4366,                 4.0713,                0.00027,                0.01266,                0.00016,                  8e-05,                 3.5948,                 4.6777,                 3.9972,               0.040659,              0.0064487,              0.0064487
                      2,                 3.3427,                 4.0137,                 3.8058,                0.00112,                0.11993,                0.00135,                0.00043,                 3.4318,                 4.5559,                 3.9066,               0.010397,              0.0095198,              0.0095198
                      3,                  3.111,                 3.6553,                 3.3943,                0.50516,                0.15126,                0.01658,                 0.0043,                 3.2359,                 172.49,                 7.4479,               0.009406,               0.009406,               0.009406
                      4,                  2.877,                 3.3114,                 3.1046,                0.02974,                 0.3217,                0.04187,                0.01429,                   2.77,                 58.419,                 4.0681,               0.009406,               0.009406,               0.009406
                      5,                 2.7074,                 2.8617,                 2.8772,                 0.2178,                0.26713,                 0.1592,                0.08083,                 2.5192,                  21.25,                 3.2873,               0.009208,               0.009208,               0.009208
                      6,                 2.5419,                 2.6393,                 2.6584,                0.28808,                0.30906,                0.23958,                0.11714,                 2.5772,                 2.8744,                  2.988,                0.00901,                0.00901,                0.00901
                      7,                 2.2925,                 2.3808,                  2.474,                0.32701,                0.33885,                0.21556,                0.09667,                 2.4455,                 5.0793,                 2.7384,               0.008812,               0.008812,               0.008812
                      8,                 2.1622,                 2.1478,                 2.3203,                 0.5822,                0.38522,                0.45328,                0.23589,                 1.8999,                 3.6104,                 2.1814,               0.008614,               0.008614,               0.008614
                      9,                 2.0765,                 2.0908,                 2.2714,                0.58884,                0.48734,                0.50168,                0.26287,                  1.954,                 2.2792,                 2.2045,               0.008416,               0.008416,               0.008416
                     10,                 2.0325,                 2.0349,                  2.202,                0.65781,                0.48195,                0.53949,                0.31455,                  1.761,                 1.9979,                 2.0323,               0.008218,               0.008218,               0.008218
                     11,                 1.9272,                 1.8736,                 2.1122,                0.65288,                0.51975,                0.54278,                0.32667,                 1.7273,                 2.0497,                 2.0097,                0.00802,                0.00802,                0.00802
                     12,                 1.8852,                 1.8034,                 2.0766,                0.73459,                0.51562,                0.57519,                 0.3142,                 1.8456,                 1.8315,                 2.0769,               0.007822,               0.007822,               0.007822
                     13,                  1.807,                 1.6829,                 1.9691,                0.65132,                0.52381,                0.59228,                0.37393,                  1.618,                 1.7872,                 1.9091,               0.007624,               0.007624,               0.007624
                     14,                 1.7627,                 1.7406,                  1.988,                0.79454,                0.50861,                0.61337,                0.37808,                 1.6404,                 1.6095,                 1.9073,               0.007426,               0.007426,               0.007426
                     15,                 1.6683,                 1.5704,                 1.8773,                0.72357,                0.52746,                0.59046,                0.34766,                 1.8185,                 1.6554,                 2.0405,               0.007228,               0.007228,               0.007228
